"Key","Title","Description","CategoryGroupID"
"10000","Totaal alle leeftijden",,
"41650","0 tot 50 jaar",,
"60600","50 tot 60 jaar",,
"71300","60 tot 65 jaar",,
"71400","65 tot 70 jaar",,
"71500","70 tot 75 jaar",,
"71600","75 tot 80 jaar",,
"71700","80 tot 85 jaar",,
"71800","85 tot 90 jaar",,
"21900","90 jaar of ouder",,
