"ID","Geslacht","Leeftijd","Perioden","TotaalDodelijkeOngevallen_1","TotaalDodelijkeVervoersongevallen_2","Voetganger_3","Fiets_4","BromEnSnorfietsEnBrommobiel_5","GemotInvalidenvoertuigScootmobiel_6","Motorfiets_7","Personenauto_8","BestelautoVrachtauto_9","OverigOnbekend_10","AccidenteleVal_11","AccidenteleVerdrinking_12","TotaalAccidenteleVergiftiging_13","Medicijnen_14","Drugs_15","Alcohol_16","OverigOnbekend_17","TotaalOverigeDodelijkeOngevallen_18","MechanischEffect_19","RookVuurEnVlammen_20","Verstikking_21","OverigInclLaatGevolg_22","TotaalDodelijkeOngevallen_23","DodelijkeVervoersongevallen_24","AccidenteleVal_25","AccidenteleVerdrinking_26","AccidenteleVergiftigingInclOpzetOnb_27","OverigeDodelijkeOngevallen_28"
0,"1100","10000","1996JJ00","    3367","    1314","     127","     230","      98","       2","      93","     588","      26","     150","    1605","      71","     117","      21","      60","       8","      28","     260","      69","      80","      38","      73","    21.7","     8.5","    10.3","     0.5","     0.8","     1.7"
1,"1100","10000","1997JJ00","    3216","    1196","     123","     252","      80","      12","      93","     548","      30","      58","    1542","      94","     116","      20","      72","       5","      19","     268","      77","      62","      42","      87","    20.6","     7.7","     9.9","     0.6","     0.7","     1.7"
2,"1100","10000","1998JJ00","    3063","    1090","     121","     195","      81","       2","      78","     539","      17","      57","    1540","      83","     107","      28","      66","       6","       7","     243","      53","      71","      41","      78","    19.5","     6.9","     9.8","     0.5","     0.7","     1.5"
3,"1100","10000","1999JJ00","    3338","    1154","     113","     217","      96","      10","      80","     542","      37","      59","    1736","      91","     110","      14","      75","       7","      14","     247","      59","      66","      46","      76","    21.1","     7.3","    11.0","     0.6","     0.7","     1.6"
4,"1100","10000","2000JJ00","    3315","    1123","     101","     222","     102","       6","      89","     500","      53","      50","    1675","     107","     138","      24","      84","      10","      20","     272","      84","      66","      47","      75","    20.8","     7.1","    10.5","     0.7","     0.9","     1.7"
5,"1100","10000","2001JJ00","    3641","    1030","     109","     212","      73","       7","      79","     455","      51","      44","    2084","      85","     143","      21","      99","       6","      17","     299","      67","      68","      51","     113","    22.7","     6.4","    13.0","     0.5","     0.9","     1.9"
6,"1100","10000","2002JJ00","    3403","    1055","      99","     182","      87","      12","      98","     474","      43","      60","    1830","     115","     142","      37","      62","      19","      24","     261","      47","      58","      44","     112","    21.1","     6.5","    11.3","     0.7","     0.9","     1.6"
7,"1100","10000","2003JJ00","    3606","    1087","      95","     211","      87","      11","      92","     468","      58","      65","    1957","      87","     156","      45","      75","      21","      15","     319","      60","      53","      67","     139","    22.2","     6.7","    12.1","     0.5","     1.0","     2.0"
8,"1100","10000","2004JJ00","    3397","     878","      73","     175","      56","      28","      88","     392","      20","      46","    1839","      96","     182","      45","      95","      19","      23","     402","      50","      42","      80","     230","    20.9","     5.4","    11.3","     0.6","     1.1","     2.5"
9,"1100","10000","2005JJ00","    3486","     802","      80","     177","      59","      16","      74","     325","      22","      49","    1961","      93","     150","      37","      80","      15","      18","     480","      59","      67","      79","     275","    21.4","     4.9","    12.0","     0.6","     0.9","     2.9"
10,"1100","10000","2006JJ00","    3596","     789","      67","     209","      64","      21","      56","     305","      26","      41","    2018","      88","     131","      35","      75","      13","       8","     570","      52","      62","      88","     368","    22.0","     4.8","    12.3","     0.5","     0.8","     3.5"
11,"1100","10000","2007JJ00","    3606","     799","      88","     189","      68","      13","      66","     297","      42","      36","    2019","      76","     124","      28","      74","      15","       7","     588","      47","      31","      91","     419","    22.0","     4.9","    12.3","     0.5","     0.8","     3.6"
12,"1100","10000","2008JJ00","    3723","     726","      55","     174","      52","      22","      63","     291","      35","      34","    2093","      77","     161","      41","      88","      19","      13","     666","      41","      57","      98","     470","    22.6","     4.4","    12.7","     0.5","     1.0","     4.0"
13,"1100","10000","2009JJ00","    3831","     715","      64","     181","      55","      13","      64","     277","      23","      38","    2217","      81","     177","      41","     103","      14","      19","     641","      51","      37","      97","     456","    23.2","     4.3","    13.4","     0.5","     1.1","     3.9"
14,"1100","10000","2010JJ00","    3877","     710","      67","     155","      43","      18","      58","     225","      21","     123","    2303","      80","     121","      25","      69","      13","      14","     663","      41","      39","     103","     480","    23.3","     4.3","    13.9","     0.5","     0.7","     4.0"
15,"1100","10000","2011JJ00","    3941","     696","      68","     197","      45","      29","      52","     229","      21","      55","    2420","      74","     139","      32","      78","      11","      18","     612","      52","      25","      65","     470","    23.6","     4.2","    14.5","     0.4","     0.8","     3.7"
16,"1100","10000","2012JJ00","    4332","     684","      64","     204","      48","      23","      53","     232","      17","      43","    2795","      81","     147","      32","      87","       7","      21","     625","      45","      28","      47","     505","    25.9","     4.1","    16.7","     0.5","     0.9","     3.7"
17,"1100","10000","2013JJ00","    4343","     589","      52","     186","      51","      35","      29","     177","      21","      38","    2884","      84","     149","      36","      90","      13","      10","     637","      53","      39","      42","     503","    25.8","     3.5","    17.2","     0.5","     0.9","     3.8"
18,"1100","10000","2014JJ00","    4550","     584","      44","     180","      45","      28","      50","     179","      14","      44","    3030","      77","     152","      67","      54","      18","      13","     707","      50","      37","      59","     561","    27.0","     3.5","    18.0","     0.5","     0.9","     4.2"
19,"1100","10000","2015JJ00","    5120","     630","      49","     176","      43","      42","      46","     205","      15","      54","    3476","      83","     178","      53","      95","      10","      20","     753","      57","      39","      40","     617","    30.2","     3.7","    20.5","     0.5","     1.1","     4.4"
20,"1100","41100","1996JJ00","     138","      80","      12","      30","       4","       0","       0","      16","       0","      18","       5","      32","       1","       1","       0","       0","       0","      20","       3","       7","       6","       4","     4.8","     2.8","     0.2","     1.1","     0.0","     0.7"
21,"1100","41100","1997JJ00","     142","      63","      17","      32","       1","       0","       0","      12","       0","       1","      11","      39","       1","       1","       0","       0","       0","      28","       9","       7","       6","       6","     4.9","     2.2","     0.4","     1.4","     0.0","     1.0"
22,"1100","41100","1998JJ00","      98","      45","       9","      21","       0","       0","       0","      13","       0","       2","       7","      25","       0","       0","       0","       0","       0","      21","       3","       4","      10","       4","     3.4","     1.6","     0.2","     0.9","     0.0","     0.7"
23,"1100","41100","1999JJ00","     141","      79","      15","      35","       1","       0","       2","      20","       1","       5","      10","      30","       2","       2","       0","       0","       0","      20","       4","       3","      11","       2","     4.8","     2.7","     0.3","     1.0","     0.1","     0.7"
24,"1100","41100","2000JJ00","     123","      60","      11","      30","       2","       0","       0","       9","       4","       4","       8","      27","       0","       0","       0","       0","       0","      28","       9","      10","       9","       0","     4.1","     2.0","     0.3","     0.9","     0.0","     0.9"
25,"1100","41100","2001JJ00","     114","      53","      14","      18","       1","       0","       1","      14","       0","       5","       5","      22","       2","       0","       0","       0","       2","      32","       7","       3","      15","       7","     3.8","     1.8","     0.2","     0.7","     0.1","     1.1"
26,"1100","41100","2002JJ00","      93","      40","      14","      20","       0","       0","       1","       4","       0","       1","       5","      29","       2","       1","       1","       0","       0","      17","       1","       5","       6","       5","     3.1","     1.3","     0.2","     1.0","     0.1","     0.6"
27,"1100","41100","2003JJ00","     130","      69","      16","      21","       2","       0","       0","      15","       3","      12","       7","      16","       4","       2","       0","       0","       2","      34","       7","       6","      14","       7","     4.3","     2.3","     0.2","     0.5","     0.1","     1.1"
28,"1100","41100","2004JJ00","     105","      41","       6","      21","       0","       1","       1","       5","       0","       7","       9","      22","       2","       0","       0","       0","       2","      31","       7","       3","      12","       9","     3.5","     1.4","     0.3","     0.7","     0.1","     1.0"
29,"1100","41100","2005JJ00","      87","      33","       8","      14","       0","       0","       0","       6","       0","       5","      11","      21","       1","       0","       0","       0","       1","      21","       5","       6","       8","       2","     2.9","     1.1","     0.4","     0.7","     0.0","     0.7"
30,"1100","41100","2006JJ00","      82","      39","       7","      17","       0","       0","       0","      11","       0","       4","       4","      15","       1","       0","       0","       0","       1","      23","       2","       7","       6","       8","     2.8","     1.3","     0.1","     0.5","     0.0","     0.8"
31,"1100","41100","2007JJ00","      75","      35","       7","      15","       3","       0","       0","       5","       1","       4","       2","      11","       2","       2","       0","       0","       0","      25","       7","       7","       9","       2","     2.5","     1.2","     0.1","     0.4","     0.1","     0.8"
32,"1100","41100","2008JJ00","      67","      26","       3","      13","       0","       1","       0","       6","       1","       2","       6","      14","       0","       0","       0","       0","       0","      21","       1","       7","       8","       5","     2.3","     0.9","     0.2","     0.5","     0.0","     0.7"
33,"1100","41100","2009JJ00","      70","      26","       7","      16","       0","       0","       0","       1","       0","       2","       2","      14","       1","       1","       0","       0","       0","      27","       9","       5","      11","       2","     2.4","     0.9","     0.1","     0.5","     0.0","     0.9"
34,"1100","41100","2010JJ00","      56","      27","       4","       9","       0","       0","       0","       7","       0","       7","       5","      12","       0","       0","       0","       0","       0","      12","       1","       0","       9","       2","     1.9","     0.9","     0.2","     0.4","     0.0","     0.4"
35,"1100","41100","2011JJ00","      45","      25","       4","      10","       1","       0","       0","       4","       0","       6","       0","       4","       1","       0","       0","       0","       1","      15","       5","       0","      10","       0","     1.6","     0.9","     0.0","     0.1","     0.0","     0.5"
36,"1100","41100","2012JJ00","      59","      27","       5","      13","       0","       0","       0","       6","       1","       2","       4","      11","       3","       1","       0","       0","       2","      14","       4","       3","       6","       1","     2.0","     0.9","     0.1","     0.4","     0.1","     0.5"
37,"1100","41100","2013JJ00","      39","      12","       4","       5","       0","       0","       0","       0","       0","       3","       1","       9","       0","       0","       0","       0","       0","      17","       2","       2","       6","       7","     1.4","     0.4","     0.0","     0.3","     0.0","     0.6"
38,"1100","41100","2014JJ00","      50","      20","       3","      13","       0","       0","       0","       3","       0","       1","       2","      11","       1","       1","       0","       0","       0","      16","       4","       0","       9","       3","     1.8","     0.7","     0.1","     0.4","     0.0","     0.6"
39,"1100","41100","2015JJ00","      45","      21","       3","       9","       2","       0","       0","       3","       0","       4","       4","       9","       0","       0","       0","       0","       0","      11","       2","       0","       6","       3","     1.6","     0.7","     0.1","     0.3","     0.0","     0.4"
40,"1100","70400","1996JJ00","     150","     135","      11","      25","      46","       0","       5","      38","       1","       9","       5","       3","       2","       1","       1","       0","       0","       5","       3","       0","       1","       1","    16.2","    14.6","     0.5","     0.3","     0.2","     0.5"
41,"1100","70400","1997JJ00","     135","     114","       5","      26","      38","       0","       4","      37","       1","       3","       6","       2","       3","       1","       0","       1","       1","      10","       4","       2","       2","       2","    14.6","    12.3","     0.6","     0.2","     0.3","     1.1"
42,"1100","70400","1998JJ00","     137","     126","       8","      18","      48","       0","       2","      42","       2","       6","       4","       1","       2","       0","       2","       0","       0","       4","       2","       0","       1","       1","    14.8","    13.6","     0.4","     0.1","     0.2","     0.4"
43,"1100","70400","1999JJ00","     135","     117","       4","      22","      35","       0","       2","      50","       1","       3","       2","       5","       3","       1","       2","       0","       0","       8","       5","       0","       1","       2","    14.6","    12.6","     0.2","     0.5","     0.3","     0.9"
44,"1100","70400","2000JJ00","     149","     136","       4","      19","      42","       0","       5","      51","       8","       7","       0","       0","       3","       1","       2","       0","       0","      10","       6","       1","       2","       1","    16.0","    14.6","     0.0","     0.0","     0.3","     1.1"
45,"1100","70400","2001JJ00","     118","      97","       9","      15","      25","       0","       3","      42","       1","       2","       0","       2","       3","       1","       2","       0","       0","      16","       6","       7","       2","       1","    12.6","    10.4","     0.0","     0.2","     0.3","     1.7"
46,"1100","70400","2002JJ00","     150","     128","       4","      18","      35","       0","       2","      63","       3","       3","       1","       7","       2","       0","       2","       0","       0","      12","       2","       3","       2","       5","    15.8","    13.5","     0.1","     0.7","     0.2","     1.3"
47,"1100","70400","2003JJ00","     121","     111","       4","      12","      29","       0","       2","      56","       6","       2","       0","       4","       3","       2","       0","       0","       1","       3","       0","       1","       1","       1","    12.5","    11.5","     0.0","     0.4","     0.3","     0.3"
48,"1100","70400","2004JJ00","     105","      85","       3","      11","      21","       0","       3","      43","       2","       2","       3","       4","       3","       1","       1","       0","       1","      10","       1","       0","       0","       9","    10.8","     8.7","     0.3","     0.4","     0.3","     1.0"
49,"1100","70400","2005JJ00","      81","      68","       3","      12","      22","       0","       1","      28","       0","       2","       2","       2","       3","       1","       0","       0","       2","       6","       2","       1","       0","       3","     8.2","     6.9","     0.2","     0.2","     0.3","     0.6"
50,"1100","70400","2006JJ00","      75","      63","       2","      16","      15","       0","       1","      23","       2","       4","       1","       2","       2","       1","       1","       0","       0","       7","       0","       2","       1","       4","     7.5","     6.3","     0.1","     0.2","     0.2","     0.7"
51,"1100","70400","2007JJ00","      89","      79","       5","      15","      25","       0","       2","      28","       3","       1","       0","       4","       1","       0","       0","       0","       1","       5","       2","       0","       2","       1","     8.9","     7.9","     0.0","     0.4","     0.1","     0.5"
52,"1100","70400","2008JJ00","      78","      64","       4","      12","      18","       0","       2","      26","       0","       2","       2","       3","       3","       0","       1","       1","       1","       6","       1","       0","       1","       4","     7.7","     6.4","     0.2","     0.3","     0.3","     0.6"
53,"1100","70400","2009JJ00","      82","      71","       4","      10","      14","       0","       1","      35","       2","       5","       2","       1","       1","       0","       1","       0","       0","       7","       4","       1","       1","       1","     8.1","     7.0","     0.2","     0.1","     0.1","     0.7"
54,"1100","70400","2010JJ00","      58","      47","       1","       9","      11","       0","       2","      19","       3","       2","       0","       7","       3","       1","       1","       0","       1","       1","       0","       1","       0","       0","     5.7","     4.6","     0.0","     0.7","     0.3","     0.1"
55,"1100","70400","2011JJ00","      58","      48","       4","      11","      12","       0","       0","      16","       0","       5","       2","       1","       3","       1","       1","       1","       0","       4","       1","       0","       2","       1","     5.8","     4.8","     0.2","     0.1","     0.3","     0.4"
56,"1100","70400","2012JJ00","      45","      31","       4","       8","       4","       0","       0","      13","       0","       2","       0","       4","       3","       0","       1","       0","       2","       7","       3","       2","       1","       1","     4.5","     3.1","     0.0","     0.4","     0.3","     0.7"
57,"1100","70400","2013JJ00","      59","      41","       1","       8","       7","       0","       2","      21","       1","       1","       3","       8","       3","       0","       3","       0","       0","       4","       2","       0","       0","       2","     5.9","     4.1","     0.3","     0.8","     0.3","     0.4"
58,"1100","70400","2014JJ00","      54","      44","       3","       8","      10","       0","       1","      16","       0","       6","       0","       4","       2","       2","       0","       0","       0","       4","       2","       1","       0","       1","     5.4","     4.4","     0.0","     0.4","     0.2","     0.4"
59,"1100","70400","2015JJ00","      52","      44","       1","       7","       5","       0","       3","      21","       3","       4","       2","       0","       2","       2","       0","       0","       0","       4","       3","       0","       0","       1","     5.1","     4.4","     0.2","     0.0","     0.2","     0.4"
60,"1100","60300","1996JJ00","     396","     320","      16","       9","      14","       0","      33","     199","       8","      41","      12","       4","      35","       5","      24","       0","       6","      25","      10","       7","       2","       6","    16.9","    13.6","     0.5","     0.2","     1.5","     1.1"
61,"1100","60300","1997JJ00","     349","     272","       6","      14","       6","       0","      36","     186","       9","      15","      12","       5","      26","       4","      18","       0","       4","      34","      11","      10","       2","      11","    15.3","    11.9","     0.5","     0.2","     1.1","     1.5"
62,"1100","60300","1998JJ00","     302","     234","      12","       9","      10","       0","      27","     162","       3","      11","      13","       8","      23","       3","      18","       0","       2","      24","       7","       8","       3","       6","    13.5","    10.5","     0.6","     0.4","     1.0","     1.1"
63,"1100","60300","1999JJ00","     315","     248","      12","      10","       9","       1","      34","     159","      12","      11","      15","       7","      20","       1","      15","       1","       3","      25","      13","       2","       2","       8","    14.5","    11.4","     0.7","     0.3","     0.9","     1.2"
64,"1100","60300","2000JJ00","     300","     235","      14","      10","      11","       0","      26","     157","      13","       4","      14","       4","      27","       0","      26","       0","       1","      20","       8","       3","       3","       6","    14.2","    11.2","     0.7","     0.2","     1.3","     0.9"
65,"1100","60300","2001JJ00","     277","     200","       6","      13","      10","       0","      22","     126","      18","       5","      21","       1","      25","       2","      20","       0","       3","      30","      10","       6","       5","       9","    13.4","     9.7","     1.0","     0.0","     1.2","     1.5"
66,"1100","60300","2002JJ00","     266","     222","       5","      11","       7","       0","      28","     143","      15","      13","       9","       4","      17","       2","      12","       1","       2","      14","       6","       0","       2","       6","    13.1","    11.0","     0.4","     0.2","     0.8","     0.7"
67,"1100","60300","2003JJ00","     258","     208","       6","       8","      10","       0","      32","     135","      10","       7","       8","       4","      20","       6","      12","       1","       1","      18","       7","       1","       2","       8","    13.0","    10.4","     0.4","     0.2","     1.0","     0.9"
68,"1100","60300","2004JJ00","     230","     166","       5","      13","       6","       1","      30","     105","       3","       3","      15","       6","      25","       3","      19","       1","       2","      18","       4","       2","       1","      11","    11.7","     8.4","     0.8","     0.3","     1.3","     0.9"
69,"1100","60300","2005JJ00","     188","     135","       5","      12","       6","       0","      11","      91","       4","       6","       7","       4","      20","       2","      16","       1","       1","      22","       6","       3","       5","       8","     9.6","     6.9","     0.4","     0.2","     1.0","     1.1"
70,"1100","60300","2006JJ00","     171","     120","       7","       3","      13","       0","      14","      76","       5","       2","       8","       2","      19","       1","      14","       3","       1","      22","       3","       3","       1","      15","     8.7","     6.1","     0.4","     0.1","     1.0","     1.1"
71,"1100","60300","2007JJ00","     188","     144","       9","      12","       9","       0","      21","      80","      10","       3","      16","       8","      13","       1","      11","       0","       1","       7","       3","       0","       2","       2","     9.6","     7.3","     0.8","     0.4","     0.7","     0.4"
72,"1100","60300","2008JJ00","     162","     120","       2","       6","       6","       0","      14","      82","       7","       3","       3","       1","      19","       3","      13","       2","       1","      19","       5","       6","       0","       8","     8.2","     6.1","     0.2","     0.1","     1.0","     1.0"
73,"1100","60300","2009JJ00","     181","     120","       5","       7","       6","       0","      21","      72","       5","       4","      12","       7","      26","       1","      22","       1","       2","      16","       5","       1","       5","       5","     9.0","     6.0","     0.6","     0.3","     1.3","     0.8"
74,"1100","60300","2010JJ00","     159","     112","       7","       7","       5","       0","      15","      60","       5","      13","       8","       7","      19","       1","      14","       0","       4","      13","       4","       2","       1","       6","     7.9","     5.5","     0.4","     0.3","     0.9","     0.6"
75,"1100","60300","2011JJ00","     154","     101","       6","       9","       4","       0","      19","      56","       2","       5","      10","      10","      16","       2","      14","       0","       0","      17","       8","       0","       3","       6","     7.5","     4.9","     0.5","     0.5","     0.8","     0.8"
76,"1100","60300","2012JJ00","     153","     108","       8","       4","       5","       0","      10","      70","       4","       7","       9","       9","      21","       3","      16","       2","       0","       6","       2","       0","       1","       3","     7.4","     5.2","     0.4","     0.4","     1.0","     0.3"
77,"1100","60300","2013JJ00","     152","      97","       2","       9","      11","       0","      11","      55","       7","       2","       9","       5","      25","       3","      21","       1","       0","      16","       3","       4","       1","       8","     7.3","     4.6","     0.4","     0.2","     1.2","     0.8"
78,"1100","60300","2014JJ00","     122","      77","       4","       5","       4","       0","      16","      39","       4","       5","       7","       3","      22","      10","       6","       1","       5","      13","       8","       0","       2","       3","     5.8","     3.7","     0.3","     0.1","     1.0","     0.6"
79,"1100","60300","2015JJ00","     127","      79","       5","       7","       8","       0","      13","      37","       4","       5","       5","       6","      23","       8","      12","       0","       3","      14","       5","       2","       2","       5","     6.0","     3.7","     0.2","     0.3","     1.1","     0.7"
80,"1100","60400","1996JJ00","     254","     158","       6","       3","       2","       0","      27","      98","       5","      17","      19","       9","      37","       4","      23","       2","       8","      31","      15","       6","       5","       5","     9.9","     6.2","     0.7","     0.4","     1.4","     1.2"
81,"1100","60400","1997JJ00","     268","     160","       7","      13","       8","       0","      30","      86","       7","       9","      20","       7","      44","       7","      33","       2","       2","      37","      20","       2","       2","      13","    10.4","     6.2","     0.8","     0.3","     1.7","     1.4"
82,"1100","60400","1998JJ00","     254","     149","      10","      10","       6","       0","      20","      93","       4","       6","      24","      12","      35","       7","      26","       0","       2","      34","      15","       4","       6","       9","     9.8","     5.7","     0.9","     0.5","     1.3","     1.3"
83,"1100","60400","1999JJ00","     257","     145","       6","      10","      11","       0","      26","      77","       8","       7","      17","      13","      46","       5","      36","       3","       2","      36","      15","       5","       5","      11","     9.8","     5.5","     0.6","     0.5","     1.8","     1.4"
84,"1100","60400","2000JJ00","     255","     147","      11","      18","       4","       0","      21","      75","      14","       4","      13","      10","      43","       7","      30","       1","       5","      42","      19","       6","       4","      13","     9.7","     5.6","     0.5","     0.4","     1.6","     1.6"
85,"1100","60400","2001JJ00","     266","     162","       5","      17","       5","       0","      36","      79","      12","       8","      23","       7","      41","       2","      37","       0","       2","      33","      13","       5","       5","      10","    10.1","     6.1","     0.9","     0.3","     1.6","     1.2"
86,"1100","60400","2002JJ00","     246","     143","       7","      12","       9","       0","      33","      68","       5","       9","      17","       7","      41","      10","      27","       2","       2","      38","       7","       8","       7","      16","     9.3","     5.4","     0.6","     0.3","     1.6","     1.4"
87,"1100","60400","2003JJ00","     274","     158","       7","      12","      13","       0","      28","      77","      12","       9","      26","       9","      41","       1","      32","       7","       1","      40","      10","       9","       3","      18","    10.6","     6.1","     1.0","     0.3","     1.6","     1.5"
88,"1100","60400","2004JJ00","     210","     102","       6","       8","       1","       0","      21","      55","       5","       6","      18","       4","      49","       6","      41","       1","       1","      37","       8","       5","       3","      21","     8.3","     4.0","     0.7","     0.2","     1.9","     1.5"
89,"1100","60400","2005JJ00","     221","     114","       6","       9","       5","       0","      29","      55","       5","       5","      21","       7","      42","       4","      33","       3","       2","      37","      14","       3","       6","      14","     8.9","     4.6","     0.9","     0.3","     1.7","     1.5"
90,"1100","60400","2006JJ00","     184","      92","       3","       7","       7","       0","      14","      51","       3","       7","      23","       3","      35","       5","      28","       2","       0","      31","       8","       2","       6","      15","     7.7","     3.8","     1.0","     0.1","     1.5","     1.3"
91,"1100","60400","2007JJ00","     166","      89","       9","       4","       3","       0","      14","      46","      10","       3","      14","       3","      37","       6","      30","       1","       0","      23","       7","       3","       5","       8","     7.1","     3.8","     0.6","     0.1","     1.6","     1.0"
92,"1100","60400","2008JJ00","     186","      85","       3","       7","       4","       0","      13","      51","       5","       2","      25","       8","      47","       9","      33","       3","       2","      21","       6","       3","       3","       9","     8.2","     3.7","     1.1","     0.4","     2.1","     0.9"
93,"1100","60400","2009JJ00","     151","      79","       6","       7","       2","       0","      20","      36","       5","       3","      10","       4","      46","       3","      39","       0","       4","      12","       3","       4","       1","       4","     6.8","     3.6","     0.5","     0.2","     2.1","     0.5"
94,"1100","60400","2010JJ00","     135","      68","       6","       5","       4","       0","      10","      34","       1","       8","      13","       6","      28","       3","      22","       3","       0","      20","       6","       0","       5","       9","     6.3","     3.2","     0.6","     0.3","     1.3","     0.9"
95,"1100","60400","2011JJ00","     136","      64","       6","       2","       3","       0","       8","      31","       7","       7","      14","       5","      32","       4","      24","       2","       2","      21","      10","       1","       3","       7","     6.5","     3.0","     0.7","     0.2","     1.5","     1.0"
96,"1100","60400","2012JJ00","     128","      64","       5","       4","       4","       1","      13","      26","       4","       7","      14","       4","      27","       4","      19","       1","       3","      19","       6","       3","       5","       5","     6.2","     3.1","     0.7","     0.2","     1.3","     0.9"
97,"1100","60400","2013JJ00","      94","      36","       5","       5","       2","       0","       4","      18","       1","       1","      14","       4","      25","       4","      20","       0","       1","      15","       5","       2","       4","       4","     4.6","     1.8","     0.7","     0.2","     1.2","     0.7"
98,"1100","60400","2014JJ00","     106","      44","       1","       5","       2","       0","       9","      23","       2","       2","      15","       6","      26","       7","      18","       0","       1","      15","       2","       1","       4","       8","     5.3","     2.2","     0.7","     0.3","     1.3","     0.7"
99,"1100","60400","2015JJ00","     128","      53","       5","       3","       5","       0","       7","      27","       2","       4","      11","      10","      47","      10","      30","       2","       5","       7","       3","       0","       1","       3","     6.3","     2.6","     0.5","     0.5","     2.3","     0.3"
100,"1100","60500","1996JJ00","     240","     142","      10","      13","       3","       0","      13","      77","       5","      21","      42","       9","      21","       3","      11","       4","       3","      26","      10","       8","       3","       5","    10.2","     6.1","     1.8","     0.4","     0.9","     1.1"
101,"1100","60500","1997JJ00","     245","     137","       9","      21","       4","       1","      13","      68","       9","      12","      45","      11","      26","       5","      17","       0","       4","      26","       6","       9","       5","       6","    10.5","     5.9","     1.9","     0.5","     1.1","     1.1"
102,"1100","60500","1998JJ00","     235","     116","      10","      10","       2","       0","      20","      62","       6","       6","      53","      13","      24","       7","      13","       3","       1","      29","       8","       8","       6","       7","    10.1","     5.0","     2.3","     0.6","     1.0","     1.2"
103,"1100","60500","1999JJ00","     208","     110","       7","      15","       4","       0","       8","      66","       3","       7","      44","       7","      22","       1","      16","       2","       3","      25","       6","      11","       2","       6","     8.9","     4.7","     1.9","     0.3","     0.9","     1.1"
104,"1100","60500","2000JJ00","     244","     120","      10","      15","       8","       0","      22","      49","       5","      11","      43","      15","      30","       5","      20","       2","       3","      36","      17","       8","       2","       9","    10.3","     5.1","     1.8","     0.6","     1.3","     1.5"
105,"1100","60500","2001JJ00","     256","     112","      10","      19","       5","       0","      11","      52","       7","       8","      56","      14","      46","       5","      33","       4","       4","      28","       8","       3","       5","      12","    10.7","     4.7","     2.3","     0.6","     1.9","     1.2"
106,"1100","60500","2002JJ00","     258","     125","       8","      16","       5","       0","      22","      57","       7","      10","      41","      17","      34","      10","      12","       6","       6","      41","       5","       9","       7","      20","    10.6","     5.1","     1.7","     0.7","     1.4","     1.7"
107,"1100","60500","2003JJ00","     259","     118","       6","      12","       4","       0","      19","      54","      13","      10","      51","       6","      39","       8","      23","       6","       2","      45","      12","       7","       4","      22","    10.5","     4.8","     2.1","     0.2","     1.6","     1.8"
108,"1100","60500","2004JJ00","     255","     103","      10","      13","       6","       1","      19","      44","       5","       5","      45","      12","      42","      10","      26","       4","       2","      53","      13","       7","       6","      27","    10.2","     4.1","     1.8","     0.5","     1.7","     2.1"
109,"1100","60500","2005JJ00","     210","      90","       4","      14","       3","       1","      17","      35","       6","      10","      41","      11","      34","       8","      22","       2","       2","      34","       7","       7","       9","      11","     8.3","     3.6","     1.6","     0.4","     1.3","     1.3"
110,"1100","60500","2006JJ00","     222","     108","       7","      21","       5","       3","      15","      42","       6","       9","      34","       9","      28","       4","      19","       3","       2","      43","      12","       2","      11","      18","     8.7","     4.3","     1.3","     0.4","     1.1","     1.7"
111,"1100","60500","2007JJ00","     203","      83","       4","      17","       3","       2","      17","      32","       5","       3","      42","      11","      34","       4","      22","       7","       1","      33","      10","       3","       6","      14","     8.0","     3.3","     1.6","     0.4","     1.3","     1.3"
112,"1100","60500","2008JJ00","     213","      85","       8","      14","       4","       1","      18","      26","       8","       6","      34","       8","      40","       8","      25","       3","       4","      46","      11","       7","       3","      25","     8.3","     3.3","     1.3","     0.3","     1.6","     1.8"
113,"1100","60500","2009JJ00","     206","      73","       7","      11","       6","       0","       9","      30","       3","       7","      36","      14","      44","       8","      27","       6","       3","      39","       9","       3","       9","      18","     8.0","     2.8","     1.4","     0.5","     1.7","     1.5"
114,"1100","60500","2010JJ00","     193","      82","       5","       9","       4","       0","      14","      29","       3","      18","      41","       5","      28","       3","      18","       5","       2","      37","      10","       5","       5","      17","     7.5","     3.2","     1.6","     0.2","     1.1","     1.4"
115,"1100","60500","2011JJ00","     167","      77","       4","      14","       7","       0","      12","      31","       3","       6","      20","      11","      34","       4","      25","       4","       1","      25","      11","       1","       5","       8","     6.4","     3.0","     0.8","     0.4","     1.3","     1.0"
116,"1100","60500","2012JJ00","     184","      78","       4","      17","       5","       0","      15","      31","       3","       3","      38","       3","      40","       2","      36","       1","       1","      25","       6","       2","       5","      12","     7.1","     3.0","     1.5","     0.1","     1.6","     1.0"
117,"1100","60500","2013JJ00","     172","      56","       3","      12","       4","       0","       4","      23","       4","       6","      36","      15","      32","       5","      23","       2","       2","      33","       8","       6","       6","      13","     6.8","     2.2","     1.4","     0.6","     1.3","     1.3"
118,"1100","60500","2014JJ00","     138","      53","       3","      13","       7","       0","      13","      11","       2","       4","      18","       8","      33","       9","      16","       8","       0","      26","       8","       4","       2","      12","     5.5","     2.1","     0.7","     0.3","     1.3","     1.0"
