"ID","Geslacht","Leeftijd","Perioden","TotaleBevolking_1","Ongehuwd_2","Gehuwd_3","Verweduwd_4","Gescheiden_5"
2530,"3","036","2001JJ00","  271180","   73799","  176268","     828","   20285"
2531,"3","036","2002JJ00","  266577","   75732","  169765","     732","   20348"
2532,"3","036","2003JJ00","  261238","   77943","  163557","     663","   19075"
2533,"3","036","2004JJ00","  259031","   81651","  157671","     673","   19036"
2534,"3","036","2005JJ00","  260113","   85941","  155324","     604","   18244"
2535,"3","036","2006JJ00","  270085","   94811","  155927","     622","   18725"
2536,"3","036","2007JJ00","  262450","   96068","  148023","     571","   17788"
2537,"3","036","2008JJ00","  250019","   95723","  137366","     498","   16432"
2538,"3","036","2009JJ00","  238000","   94656","  127875","     461","   15008"
2539,"3","036","2010JJ00","  219551","   87842","  116139","     437","   15133"
2540,"3","036","2011JJ00","  211565","   86863","  110490","     424","   13788"
2541,"3","036","2012JJ00","  202343","   85359","  103975","     407","   12602"
2542,"3","036","2013JJ00","  200174","   87012","  100829","     346","   11987"
2543,"3","036","2014JJ00","  197947","   87288","   98172","     298","   12189"
2544,"3","036","2015JJ00","  201074","   90683","   97755","     331","   12305"
2545,"3","036","2016JJ00","  201021","   91710","   97039","     314","   11958"
2546,"3","037","1950JJ00","  138654","   18585","  116237","    1649","    2183"
2547,"3","037","1951JJ00","  139682","   17763","  118034","    1539","    2346"
2548,"3","037","1952JJ00","  141611","   17550","  120423","    1375","    2263"
2549,"3","037","1953JJ00","  132801","   15662","  113979","    1164","    1996"
2550,"3","037","1954JJ00","  135094","   15656","  116267","    1148","    2023"
2551,"3","037","1955JJ00","  133593","   15034","  115598","    1016","    1945"
2552,"3","037","1956JJ00","  129846","   13696","  113289","    1020","    1841"
2553,"3","037","1957JJ00","  132204","   13504","  116071","     899","    1730"
2554,"3","037","1958JJ00","  156806","   16490","  137280","     991","    2045"
2555,"3","037","1959JJ00","  154114","   15625","  135668","     969","    1852"
2556,"3","037","1960JJ00","  151682","   15852","  132987","     902","    1941"
2557,"3","037","1961JJ00","  155698","   15850","  137182","     918","    1748"
2558,"3","037","1962JJ00","  152023","   15261","  134194","     923","    1645"
2559,"3","037","1963JJ00","  149684","   14828","  132350","     884","    1622"
2560,"3","037","1964JJ00","  148980","   14591","  131905","     890","    1594"
2561,"3","037","1965JJ00","  148563","   14288","  131713","     896","    1666"
2562,"3","037","1966JJ00","  152942","   14775","  135612","     935","    1620"
2563,"3","037","1967JJ00","  152717","   14447","  135609","     903","    1758"
2564,"3","037","1968JJ00","  158952","   15203","  140773","     981","    1995"
2565,"3","037","1969JJ00","  154191","   14011","  137221","     926","    2033"
2566,"3","037","1970JJ00","  157588","   14454","  139964","     965","    2205"
2567,"3","037","1971JJ00","  152204","   13772","  135239","     904","    2289"
2568,"3","037","1972JJ00","  155005","   13737","  137738","     951","    2579"
2569,"3","037","1973JJ00","  155181","   13883","  137320","     994","    2984"
2570,"3","037","1974JJ00","  157940","   13915","  139476","     930","    3619"
2571,"3","037","1975JJ00","  158005","   13579","  139134","    1041","    4251"
2572,"3","037","1976JJ00","  167195","   13636","  147679","     989","    4891"
2573,"3","037","1977JJ00","  169672","   13776","  148988","    1044","    5864"
2574,"3","037","1978JJ00","  174722","   14232","  152457","    1068","    6965"
2575,"3","037","1979JJ00","  170193","   13452","  148257","    1076","    7408"
2576,"3","037","1980JJ00","  177412","   14495","  153628","    1106","    8183"
2577,"3","037","1981JJ00","  192154","   15969","  165215","    1143","    9827"
2578,"3","037","1982JJ00","  201229","   17189","  171687","    1274","   11079"
2579,"3","037","1983JJ00","  191106","   15930","  162954","    1112","   11110"
2580,"3","037","1984JJ00","  263897","   23726","  221462","    1476","   17233"
2581,"3","037","1985JJ00","  254165","   24102","  209609","    1466","   18988"
2582,"3","037","1986JJ00","  240431","   24772","  195567","    1377","   18715"
2583,"3","037","1987JJ00","  231458","   26041","  185100","    1235","   19082"
2584,"3","037","1988JJ00","  227166","   27352","  179909","    1193","   18712"
2585,"3","037","1989JJ00","  225211","   29553","  175823","    1049","   18786"
2586,"3","037","1990JJ00","  231399","   32042","  179123","    1064","   19170"
2587,"3","037","1991JJ00","  230700","   33927","  176886","    1094","   18793"
2588,"3","037","1992JJ00","  233105","   36537","  176925","    1088","   18555"
2589,"3","037","1993JJ00","  235472","   39333","  176899","    1063","   18177"
2590,"3","037","1994JJ00","  240437","   42586","  178147","    1048","   18656"
2591,"3","037","1995JJ00","  243419","   45942","  177761","     949","   18767"
2592,"3","037","1996JJ00","  247191","   49474","  177612","    1050","   19055"
2593,"3","037","1997JJ00","  252866","   53356","  178981","    1076","   19453"
2594,"3","037","1998JJ00","  254167","   56164","  177139","    1007","   19857"
2595,"3","037","1999JJ00","  260256","   59623","  179222","     905","   20506"
2596,"3","037","2000JJ00","  262375","   62345","  178516","     890","   20624"
2597,"3","037","2001JJ00","  267304","   66783","  178322","     878","   21321"
2598,"3","037","2002JJ00","  271319","   71146","  177099","     932","   22142"
2599,"3","037","2003JJ00","  266175","   72661","  170890","     840","   21784"
2600,"3","037","2004JJ00","  260628","   74986","  164476","     736","   20430"
2601,"3","037","2005JJ00","  258114","   78497","  158512","     739","   20366"
2602,"3","037","2006JJ00","  258908","   82560","  155973","     667","   19708"
2603,"3","037","2007JJ00","  268804","   90834","  157109","     693","   20168"
2604,"3","037","2008JJ00","  261709","   92372","  149488","     630","   19219"
2605,"3","037","2009JJ00","  250022","   92263","  139440","     546","   17773"
2606,"3","037","2010JJ00","  238235","   89138","  130260","     534","   18303"
2607,"3","037","2011JJ00","  219610","   84375","  118584","     470","   16181"
2608,"3","037","2012JJ00","  211582","   83469","  112724","     484","   14905"
2609,"3","037","2013JJ00","  202021","   81972","  105780","     453","   13816"
2610,"3","037","2014JJ00","  200072","   83835","  102610","     380","   13247"
2611,"3","037","2015JJ00","  198140","   84310","   99964","     324","   13542"
2612,"3","037","2016JJ00","  201431","   87422","  100002","     398","   13609"
2613,"3","038","1950JJ00","  129611","   16839","  109059","    1635","    2078"
2614,"3","038","1951JJ00","  138796","   17475","  117356","    1715","    2250"
2615,"3","038","1952JJ00","  139118","   16680","  118496","    1573","    2369"
2616,"3","038","1953JJ00","  140621","   16439","  120422","    1475","    2285"
2617,"3","038","1954JJ00","  132209","   14766","  114197","    1243","    2003"
2618,"3","038","1955JJ00","  134636","   14709","  116721","    1214","    1992"
2619,"3","038","1956JJ00","  133362","   14274","  115992","    1089","    2007"
2620,"3","038","1957JJ00","  129496","   12937","  113613","    1086","    1860"
2621,"3","038","1958JJ00","  131862","   12753","  116369","     991","    1749"
2622,"3","038","1959JJ00","  157209","   15742","  138293","    1114","    2060"
2623,"3","038","1960JJ00","  153655","   14906","  135720","    1110","    1919"
2624,"3","038","1961JJ00","  151182","   14888","  133471","    1060","    1763"
2625,"3","038","1962JJ00","  155578","   15168","  137531","    1050","    1829"
2626,"3","038","1963JJ00","  152082","   14626","  134687","    1050","    1719"
2627,"3","038","1964JJ00","  149447","   14205","  132519","    1011","    1712"
2628,"3","038","1965JJ00","  149037","   13979","  132345","    1028","    1685"
2629,"3","038","1966JJ00","  148737","   13718","  132223","    1018","    1778"
2630,"3","038","1967JJ00","  153237","   14093","  136281","    1095","    1768"
2631,"3","038","1968JJ00","  152193","   13737","  135474","    1051","    1931"
2632,"3","038","1969JJ00","  158923","   14587","  141014","    1122","    2200"
2633,"3","038","1970JJ00","  154250","   13492","  137453","    1075","    2230"
2634,"3","038","1971JJ00","  157682","   13938","  140288","    1095","    2361"
2635,"3","038","1972JJ00","  152408","   13317","  135471","    1052","    2568"
2636,"3","038","1973JJ00","  154782","   13247","  137468","    1097","    2970"
2637,"3","038","1974JJ00","  154910","   13467","  136811","    1132","    3500"
2638,"3","038","1975JJ00","  157806","   13502","  139090","    1068","    4146"
2639,"3","038","1976JJ00","  158440","   12682","  139753","    1142","    4863"
2640,"3","038","1977JJ00","  166960","   13183","  146994","    1146","    5637"
2641,"3","038","1978JJ00","  169462","   13360","  148308","    1177","    6617"
2642,"3","038","1979JJ00","  174674","   13927","  151792","    1228","    7727"
2643,"3","038","1980JJ00","  170230","   13107","  147668","    1197","    8258"
2644,"3","038","1981JJ00","  177571","   14167","  153004","    1238","    9162"
2645,"3","038","1982JJ00","  191923","   15550","  164135","    1279","   10959"
2646,"3","038","1983JJ00","  200789","   15800","  171701","    1376","   11912"
2647,"3","038","1984JJ00","  190819","   15565","  161703","    1231","   12320"
2648,"3","038","1985JJ00","  263532","   23146","  219745","    1622","   19019"
2649,"3","038","1986JJ00","  253980","   23527","  208225","    1694","   20534"
2650,"3","038","1987JJ00","  240254","   23921","  195068","    1481","   19784"
2651,"3","038","1988JJ00","  231485","   25301","  184811","    1385","   19988"
2652,"3","038","1989JJ00","  227198","   26501","  179882","    1318","   19497"
2653,"3","038","1990JJ00","  224945","   28269","  176016","    1195","   19465"
2654,"3","038","1991JJ00","  231681","   30948","  179589","    1227","   19917"
2655,"3","038","1992JJ00","  230983","   32822","  177389","    1224","   19548"
2656,"3","038","1993JJ00","  233172","   35236","  177296","    1215","   19425"
2657,"3","038","1994JJ00","  235649","   38039","  177250","    1233","   19127"
2658,"3","038","1995JJ00","  240284","   40997","  178188","    1157","   19942"
2659,"3","038","1996JJ00","  243122","   44528","  177480","    1067","   20047"
2660,"3","038","1997JJ00","  246795","   47672","  177449","    1209","   20465"
2661,"3","038","1998JJ00","  252734","   51568","  179328","    1180","   20658"
2662,"3","038","1999JJ00","  254407","   54063","  178047","    1099","   21198"
2663,"3","038","2000JJ00","  260425","   57376","  180105","    1022","   21922"
2664,"3","038","2001JJ00","  262689","   60186","  179324","    1019","   22160"
2665,"3","038","2002JJ00","  267578","   64645","  178713","    1014","   23206"
2666,"3","038","2003JJ00","  270898","   68623","  177691","     995","   23589"
2667,"3","038","2004JJ00","  265689","   70131","  171499","     927","   23132"
2668,"3","038","2005JJ00","  259756","   72537","  164487","     834","   21898"
2669,"3","038","2006JJ00","  257030","   75773","  158734","     803","   21720"
2670,"3","038","2007JJ00","  257643","   79363","  156391","     731","   21158"
2671,"3","038","2008JJ00","  267993","   87720","  157766","     755","   21752"
2672,"3","038","2009JJ00","  261601","   89401","  150889","     704","   20607"
2673,"3","038","2010JJ00","  250085","   86985","  141371","     609","   21120"
2674,"3","038","2011JJ00","  238157","   85887","  132090","     599","   19581"
2675,"3","038","2012JJ00","  219615","   81325","  120315","     521","   17454"
2676,"3","038","2013JJ00","  211254","   80483","  114116","     534","   16121"
2677,"3","038","2014JJ00","  201965","   79389","  106850","     508","   15218"
2678,"3","038","2015JJ00","  200301","   81368","  103852","     433","   14648"
2679,"3","038","2016JJ00","  198588","   81781","  101520","     371","   14916"
2680,"3","039","1950JJ00","  131587","   16791","  110728","    1838","    2230"
2681,"3","039","1951JJ00","  129792","   15921","  110055","    1713","    2103"
2682,"3","039","1952JJ00","  138246","   16519","  117683","    1747","    2297"
2683,"3","039","1953JJ00","  138171","   15737","  118403","    1656","    2375"
2684,"3","039","1954JJ00","  139976","   15621","  120509","    1567","    2279"
2685,"3","039","1955JJ00","  131781","   14025","  114349","    1370","    2037"
2686,"3","039","1956JJ00","  134390","   13995","  117017","    1314","    2064"
2687,"3","039","1957JJ00","  132951","   13568","  116152","    1186","    2045"
2688,"3","039","1958JJ00","  129071","   12363","  113597","    1198","    1913"
2689,"3","039","1959JJ00","  132239","   12196","  117123","    1132","    1788"
2690,"3","039","1960JJ00","  156733","   15066","  138240","    1265","    2162"
2691,"3","039","1961JJ00","  153119","   14251","  135830","    1293","    1745"
2692,"3","039","1962JJ00","  151073","   14325","  133705","    1200","    1843"
2693,"3","039","1963JJ00","  155630","   14564","  137965","    1213","    1888"
2694,"3","039","1964JJ00","  151852","   14052","  134762","    1214","    1824"
2695,"3","039","1965JJ00","  149527","   13708","  132892","    1121","    1806"
2696,"3","039","1966JJ00","  149176","   13448","  132744","    1196","    1788"
2697,"3","039","1967JJ00","  148914","   13222","  132596","    1156","    1940"
2698,"3","039","1968JJ00","  152704","   13477","  136100","    1223","    1904"
2699,"3","039","1969JJ00","  152046","   13189","  135524","    1222","    2111"
2700,"3","039","1970JJ00","  158963","   14114","  141070","    1298","    2481"
2701,"3","039","1971JJ00","  154329","   13037","  137597","    1245","    2450"
2702,"3","039","1972JJ00","  157694","   13493","  140307","    1286","    2608"
2703,"3","039","1973JJ00","  152082","   12863","  135031","    1245","    2943"
2704,"3","039","1974JJ00","  154566","   12868","  136900","    1270","    3528"
2705,"3","039","1975JJ00","  154790","   13121","  136331","    1298","    4040"
2706,"3","039","1976JJ00","  158073","   12463","  139567","    1219","    4824"
2707,"3","039","1977JJ00","  158300","   12358","  139081","    1310","    5551"
2708,"3","039","1978JJ00","  166765","   12832","  146307","    1280","    6346"
2709,"3","039","1979JJ00","  169266","   13065","  147520","    1314","    7367"
2710,"3","039","1980JJ00","  174653","   13606","  151177","    1386","    8484"
2711,"3","039","1981JJ00","  170244","   12861","  146828","    1355","    9200"
2712,"3","039","1982JJ00","  177335","   13791","  151824","    1397","   10323"
2713,"3","039","1983JJ00","  191030","   14278","  163668","    1400","   11684"
2714,"3","039","1984JJ00","  200418","   15380","  170065","    1550","   13423"
2715,"3","039","1985JJ00","  190521","   15218","  160315","    1383","   13605"
2716,"3","039","1986JJ00","  263335","   22660","  218088","    1840","   20747"
2717,"3","039","1987JJ00","  254062","   22781","  207804","    1794","   21683"
2718,"3","039","1988JJ00","  240209","   23395","  194523","    1651","   20640"
2719,"3","039","1989JJ00","  231371","   24703","  184405","    1529","   20734"
2720,"3","039","1990JJ00","  227078","   25507","  179829","    1476","   20266"
2721,"3","039","1991JJ00","  225067","   27500","  176115","    1348","   20104"
2722,"3","039","1992JJ00","  231889","   29945","  180006","    1371","   20567"
2723,"3","039","1993JJ00","  231086","   31779","  177500","    1370","   20437"
2724,"3","039","1994JJ00","  233223","   34197","  177294","    1386","   20346"
2725,"3","039","1995JJ00","  235480","   36865","  176847","    1340","   20428"
2726,"3","039","1996JJ00","  239978","   39890","  177543","    1293","   21252"
2727,"3","039","1997JJ00","  242738","   43106","  177172","    1206","   21254"
2728,"3","039","1998JJ00","  246638","   46311","  177139","    1348","   21840"
2729,"3","039","1999JJ00","  252755","   49858","  179687","    1252","   21958"
2730,"3","039","2000JJ00","  254475","   52296","  178469","    1263","   22447"
2731,"3","039","2001JJ00","  260804","   55680","  180716","    1153","   23255"
2732,"3","039","2002JJ00","  262777","   58501","  179050","    1167","   24059"
2733,"3","039","2003JJ00","  267093","   62599","  178562","    1132","   24800"
2734,"3","039","2004JJ00","  270348","   66546","  177610","    1113","   25079"
2735,"3","039","2005JJ00","  264760","   68038","  171176","    1025","   24521"
2736,"3","039","2006JJ00","  258649","   70382","  164066","     915","   23286"
2737,"3","039","2007JJ00","  255948","   73336","  158646","     910","   23056"
2738,"3","039","2008JJ00","  257012","   76900","  156758","     811","   22543"
2739,"3","039","2009JJ00","  267747","   85196","  158433","     862","   23256"
2740,"3","039","2010JJ00","  261658","   84462","  152089","     794","   24313"
2741,"3","039","2011JJ00","  249949","   84085","  142696","     682","   22486"
2742,"3","039","2012JJ00","  237962","   82968","  133391","     668","   20935"
2743,"3","039","2013JJ00","  219337","   78660","  121185","     603","   18889"
2744,"3","039","2014JJ00","  211050","   78172","  114604","     607","   17667"
2745,"3","039","2015JJ00","  202078","   77135","  107645","     558","   16740"
2746,"3","039","2016JJ00","  200648","   79078","  104997","     509","   16064"
2747,"3","040","1950JJ00","  133709","   16792","  112619","    2134","    2164"
2748,"3","040","1951JJ00","  131744","   15994","  111548","    1932","    2270"
2749,"3","040","1952JJ00","  129288","   15084","  110291","    1785","    2128"
2750,"3","040","1953JJ00","  137344","   15871","  117287","    1810","    2376"
2751,"3","040","1954JJ00","  137532","   15018","  118282","    1767","    2465"
2752,"3","040","1955JJ00","  139524","   14910","  120676","    1666","    2272"
2753,"3","040","1956JJ00","  131483","   13368","  114559","    1469","    2087"
2754,"3","040","1957JJ00","  134058","   13413","  117125","    1411","    2109"
2755,"3","040","1958JJ00","  132670","   13028","  116257","    1296","    2089"
2756,"3","040","1959JJ00","  129404","   11921","  114124","    1356","    2003"
2757,"3","040","1960JJ00","  131847","   11733","  117071","    1260","    1783"
2758,"3","040","1961JJ00","  156514","   14225","  138763","    1503","    2023"
2759,"3","040","1962JJ00","  152958","   13709","  135895","    1478","    1876"
2760,"3","040","1963JJ00","  151105","   13803","  133968","    1407","    1927"
2761,"3","040","1964JJ00","  155425","   14100","  137947","    1400","    1978"
2762,"3","040","1965JJ00","  151783","   13575","  134958","    1384","    1866"
2763,"3","040","1966JJ00","  149536","   13209","  133073","    1325","    1929"
2764,"3","040","1967JJ00","  149214","   12963","  132973","    1374","    1904"
2765,"3","040","1968JJ00","  148446","   12747","  132283","    1328","    2088"
2766,"3","040","1969JJ00","  152539","   12967","  136042","    1421","    2109"
2767,"3","040","1970JJ00","  152050","   12794","  135513","    1451","    2292"
2768,"3","040","1971JJ00","  158924","   13704","  141078","    1488","    2654"
2769,"3","040","1972JJ00","  154368","   12680","  137575","    1415","    2698"
2770,"3","040","1973JJ00","  157472","   13074","  139925","    1483","    2990"
2771,"3","040","1974JJ00","  151793","   12506","  134505","    1429","    3353"
2772,"3","040","1975JJ00","  154402","   12512","  136355","    1436","    4099"
2773,"3","040","1976JJ00","  155179","   12349","  136765","    1439","    4626"
2774,"3","040","1977JJ00","  157756","   12104","  138819","    1392","    5441"
2775,"3","040","1978JJ00","  158005","   12049","  138261","    1471","    6224"
2776,"3","040","1979JJ00","  166593","   12550","  145485","    1472","    7086"
2777,"3","040","1980JJ00","  169255","   12820","  146848","    1481","    8106"
2778,"3","040","1981JJ00","  174733","   13321","  150565","    1555","    9292"
2779,"3","040","1982JJ00","  169976","   12627","  145654","    1517","   10178"
2780,"3","040","1983JJ00","  176973","   12727","  151700","    1517","   11029"
2781,"3","040","1984JJ00","  190582","   13983","  162050","    1563","   12986"
2782,"3","040","1985JJ00","  200117","   15033","  168681","    1739","   14664"
2783,"3","040","1986JJ00","  190304","   14925","  158950","    1570","   14859"
2784,"3","040","1987JJ00","  263268","   22002","  217398","    1981","   21887"
2785,"3","040","1988JJ00","  253850","   22294","  207006","    1972","   22578"
2786,"3","040","1989JJ00","  239977","   22835","  193818","    1839","   21485"
2787,"3","040","1990JJ00","  231253","   23849","  184194","    1685","   21525"
2788,"3","040","1991JJ00","  227162","   24815","  179778","    1622","   20947"
2789,"3","040","1992JJ00","  225222","   26777","  176198","    1486","   20761"
2790,"3","040","1993JJ00","  231916","   29094","  179891","    1531","   21400"
2791,"3","040","1994JJ00","  231018","   30827","  177300","    1569","   21322"
2792,"3","040","1995JJ00","  232907","   33272","  176635","    1536","   21464"
2793,"3","040","1996JJ00","  235038","   35899","  176041","    1496","   21602"
2794,"3","040","1997JJ00","  239526","   38685","  176940","    1453","   22448"
2795,"3","040","1998JJ00","  242453","   41859","  176948","    1348","   22298"
2796,"3","040","1999JJ00","  246678","   44909","  177316","    1447","   23006"
2797,"3","040","2000JJ00","  252699","   48274","  179831","    1450","   23144"
2798,"3","040","2001JJ00","  254734","   50833","  178755","    1406","   23740"
2799,"3","040","2002JJ00","  260852","   54275","  180376","    1303","   24898"
2800,"3","040","2003JJ00","  262505","   56940","  178845","    1272","   25448"
2801,"3","040","2004JJ00","  266472","   60852","  178284","    1264","   26072"
2802,"3","040","2005JJ00","  269524","   64679","  177062","    1228","   26555"
2803,"3","040","2006JJ00","  263641","   65987","  170537","    1132","   25985"
2804,"3","040","2007JJ00","  257449","   68122","  163691","    1015","   24621"
2805,"3","040","2008JJ00","  255160","   71160","  158602","     983","   24415"
2806,"3","040","2009JJ00","  256790","   74759","  157125","     895","   24011"
2807,"3","040","2010JJ00","  267782","   80285","  159563","     957","   26977"
2808,"3","040","2011JJ00","  261472","   81799","  153078","     838","   25757"
2809,"3","040","2012JJ00","  249814","   81351","  143674","     774","   24015"
2810,"3","040","2013JJ00","  237477","   80266","  134066","     741","   22404"
2811,"3","040","2014JJ00","  219087","   76395","  121654","     674","   20364"
2812,"3","040","2015JJ00","  211257","   76095","  115306","     671","   19185"
2813,"3","040","2016JJ00","  202442","   75055","  108625","     609","   18153"
2814,"3","041","1950JJ00","  131636","   15912","  111274","    2266","    2184"
2815,"3","041","1951JJ00","  133820","   16082","  113312","    2238","    2188"
2816,"3","041","1952JJ00","  131268","   15286","  111610","    2043","    2329"
2817,"3","041","1953JJ00","  128449","   14444","  109943","    1914","    2148"
2818,"3","041","1954JJ00","  136700","   15273","  117059","    1954","    2414"
2819,"3","041","1955JJ00","  137020","   14415","  118269","    1853","    2483"
2820,"3","041","1956JJ00","  139245","   14403","  120703","    1779","    2360"
2821,"3","041","1957JJ00","  131085","   12845","  114463","    1608","    2169"
2822,"3","041","1958JJ00","  133644","   12917","  117074","    1520","    2133"
2823,"3","041","1959JJ00","  132954","   12611","  116723","    1459","    2161"
2824,"3","041","1960JJ00","  128995","   11506","  113947","    1503","    2039"
2825,"3","041","1961JJ00","  132019","   11538","  117291","    1457","    1733"
2826,"3","041","1962JJ00","  156340","   13804","  138767","    1700","    2069"
2827,"3","041","1963JJ00","  152971","   13324","  136023","    1665","    1959"
2828,"3","041","1964JJ00","  150812","   13383","  133859","    1614","    1956"
2829,"3","041","1965JJ00","  155419","   13657","  138117","    1583","    2062"
2830,"3","041","1966JJ00","  151750","   13169","  135026","    1577","    1978"
2831,"3","041","1967JJ00","  149592","   12810","  133219","    1533","    2030"
2832,"3","041","1968JJ00","  148727","   12512","  132562","    1579","    2074"
2833,"3","041","1969JJ00","  148228","   12346","  132095","    1546","    2241"
2834,"3","041","1970JJ00","  152426","   12600","  135855","    1644","    2327"
2835,"3","041","1971JJ00","  151963","   12423","  135395","    1663","    2482"
2836,"3","041","1972JJ00","  158900","   13365","  140897","    1705","    2933"
2837,"3","041","1973JJ00","  154177","   12346","  137152","    1661","    3018"
2838,"3","041","1974JJ00","  157232","   12755","  139309","    1683","    3485"
2839,"3","041","1975JJ00","  151649","   12207","  133912","    1662","    3868"
2840,"3","041","1976JJ00","  154903","   11731","  136873","    1613","    4686"
2841,"3","041","1977JJ00","  154952","   12080","  136058","    1621","    5193"
2842,"3","041","1978JJ00","  157485","   11843","  137927","    1603","    6112"
2843,"3","041","1979JJ00","  157767","   11795","  137457","    1682","    6833"
2844,"3","041","1980JJ00","  166543","   12336","  144688","    1696","    7823"
2845,"3","041","1981JJ00","  169341","   12597","  146153","    1668","    8923"
2846,"3","041","1982JJ00","  174474","   13106","  149281","    1755","   10332"
2847,"3","041","1983JJ00","  169312","   11762","  145139","    1641","   10770"
2848,"3","041","1984JJ00","  176654","   12502","  150194","    1712","   12246"
2849,"3","041","1985JJ00","  190302","   13700","  160669","    1730","   14203"
2850,"3","041","1986JJ00","  199827","   14780","  167222","    1957","   15868"
2851,"3","041","1987JJ00","  190119","   14506","  158209","    1722","   15682"
2852,"3","041","1988JJ00","  263039","   21589","  216365","    2217","   22868"
2853,"3","041","1989JJ00","  253573","   21843","  206079","    2202","   23449"
2854,"3","041","1990JJ00","  239700","   22034","  193273","    2028","   22365"
2855,"3","041","1991JJ00","  231205","   23267","  183876","    1907","   22155"
2856,"3","041","1992JJ00","  227306","   24286","  179501","    1808","   21711"
2857,"3","041","1993JJ00","  225119","   26102","  175791","    1676","   21550"
2858,"3","041","1994JJ00","  231925","   28374","  179531","    1744","   22276"
2859,"3","041","1995JJ00","  230739","   30098","  176576","    1721","   22344"
2860,"3","041","1996JJ00","  232561","   32538","  175714","    1729","   22580"
2861,"3","041","1997JJ00","  234534","   35021","  175035","    1702","   22776"
2862,"3","041","1998JJ00","  239238","   37802","  176362","    1614","   23460"
2863,"3","041","1999JJ00","  242413","   40761","  176769","    1464","   23419"
2864,"3","041","2000JJ00","  246564","   43634","  177138","    1623","   24169"
2865,"3","041","2001JJ00","  252948","   47195","  179683","    1600","   24470"
2866,"3","041","2002JJ00","  254773","   49696","  178068","    1564","   25445"
2867,"3","041","2003JJ00","  260453","   53026","  179711","    1450","   26266"
2868,"3","041","2004JJ00","  261896","   55631","  178056","    1436","   26773"
2869,"3","041","2005JJ00","  265525","   59428","  177281","    1419","   27397"
2870,"3","041","2006JJ00","  268478","   63041","  176056","    1369","   28012"
2871,"3","041","2007JJ00","  262504","   64292","  169468","    1250","   27494"
2872,"3","041","2008JJ00","  256748","   66319","  163205","    1112","   26112"
2873,"3","041","2009JJ00","  254774","   69357","  158467","    1094","   25856"
2874,"3","041","2010JJ00","  256802","   70900","  157224","    1018","   27660"
2875,"3","041","2011JJ00","  267597","   78054","  160049","    1080","   28414"
2876,"3","041","2012JJ00","  261309","   79509","  153598","     945","   27257"
2877,"3","041","2013JJ00","  249340","   78976","  144000","     893","   25471"
2878,"3","041","2014JJ00","  237223","   78240","  134010","     814","   24159"
2879,"3","041","2015JJ00","  219074","   74587","  121785","     743","   21959"
2880,"3","041","2016JJ00","  211549","   74346","  115747","     722","   20734"
2881,"3","042","1950JJ00","  129659","   15892","  109318","    2400","    2049"
2882,"3","042","1951JJ00","  131750","   15286","  111846","    2401","    2217"
2883,"3","042","1952JJ00","  133292","   15454","  113206","    2358","    2274"
2884,"3","042","1953JJ00","  130333","   14654","  111169","    2142","    2368"
2885,"3","042","1954JJ00","  127839","   13941","  109683","    2036","    2179"
2886,"3","042","1955JJ00","  136233","   14721","  116972","    2091","    2449"
2887,"3","042","1956JJ00","  136700","   13935","  118218","    2031","    2516"
2888,"3","042","1957JJ00","  138922","   13920","  120649","    1924","    2429"
2889,"3","042","1958JJ00","  130758","   12470","  114315","    1767","    2206"
2890,"3","042","1959JJ00","  133836","   12547","  117343","    1737","    2209"
2891,"3","042","1960JJ00","  132527","   12243","  116439","    1622","    2223"
2892,"3","042","1961JJ00","  128791","   11229","  113988","    1783","    1791"
2893,"3","042","1962JJ00","  131838","   11210","  117196","    1639","    1793"
2894,"3","042","1963JJ00","  156277","   13448","  138741","    1907","    2181"
2895,"3","042","1964JJ00","  152673","   12959","  135783","    1862","    2069"
2896,"3","042","1965JJ00","  150703","   13014","  133814","    1836","    2039"
2897,"3","042","1966JJ00","  155274","   13212","  138098","    1819","    2145"
2898,"3","042","1967JJ00","  151716","   12789","  134978","    1835","    2114"
2899,"3","042","1968JJ00","  149105","   12422","  132771","    1776","    2136"
2900,"3","042","1969JJ00","  148477","   12169","  132265","    1817","    2226"
2901,"3","042","1970JJ00","  148071","   12065","  131833","    1762","    2411"
2902,"3","042","1971JJ00","  152254","   12264","  135599","    1876","    2515"
2903,"3","042","1972JJ00","  151907","   12124","  135189","    1901","    2693"
2904,"3","042","1973JJ00","  158645","   13064","  140322","    1994","    3265"
2905,"3","042","1974JJ00","  153877","   12053","  136459","    1865","    3500"
2906,"3","042","1975JJ00","  157027","   12506","  138657","    1921","    3943"
2907,"3","042","1976JJ00","  152301","   11761","  134273","    1864","    4403"
2908,"3","042","1977JJ00","  154519","   11453","  136010","    1832","    5224"
2909,"3","042","1978JJ00","  154665","   11862","  135204","    1868","    5731"
2910,"3","042","1979JJ00","  157348","   11652","  137229","    1826","    6641"
2911,"3","042","1980JJ00","  157651","   11598","  136724","    1912","    7417"
2912,"3","042","1981JJ00","  166561","   12104","  144012","    1927","    8518"
2913,"3","042","1982JJ00","  169015","   12370","  144963","    1875","    9807"
2914,"3","042","1983JJ00","  174052","   12102","  149080","    1929","   10941"
2915,"3","042","1984JJ00","  168904","   11574","  143588","    1824","   11918"
2916,"3","042","1985JJ00","  176223","   12246","  148696","    1887","   13394"
2917,"3","042","1986JJ00","  189939","   13463","  159123","    1960","   15393"
2918,"3","042","1987JJ00","  199743","   14396","  166382","    2139","   16826"
