"ID","Geslacht","Leeftijd","Perioden","TotaleBevolking_1","Ongehuwd_2","Gehuwd_3","Verweduwd_4","Gescheiden_5"
0,"3","100","1950JJ00","10026773"," 5284496"," 4232241","  435532","   74504"
1,"3","100","1951JJ00","10200280"," 5354293"," 4329761","  439933","   76293"
2,"3","100","1952JJ00","10328343"," 5384853"," 4421572","  444343","   77575"
3,"3","100","1953JJ00","10435631"," 5409984"," 4497526","  449090","   79031"
4,"3","100","1954JJ00","10550737"," 5443474"," 4572974","  454436","   79853"
5,"3","100","1955JJ00","10680023"," 5481327"," 4658053","  459762","   80881"
6,"3","100","1956JJ00","10821661"," 5526994"," 4746401","  465827","   82439"
7,"3","100","1957JJ00","10957040"," 5567164"," 4834087","  472164","   83625"
8,"3","100","1958JJ00","11095726"," 5607936"," 4924488","  478607","   84695"
9,"3","100","1959JJ00","11278024"," 5677101"," 5027106","  487125","   86692"
10,"3","100","1960JJ00","11417254"," 5730715"," 5103163","  495131","   88245"
11,"3","100","1961JJ00","11556008"," 5785892"," 5182053","  506613","   81450"
12,"3","100","1962JJ00","11721416"," 5850611"," 5270315","  516742","   83748"
13,"3","100","1963JJ00","11889962"," 5917551"," 5359878","  527100","   85433"
14,"3","100","1964JJ00","12041970"," 5975336"," 5441831","  537585","   87218"
15,"3","100","1965JJ00","12212269"," 6025009"," 5547842","  549790","   89628"
16,"3","100","1966JJ00","12377194"," 6059792"," 5662112","  562821","   92469"
17,"3","100","1967JJ00","12535307"," 6080609"," 5783104","  575104","   96490"
18,"3","100","1968JJ00","12661095"," 6082119"," 5888608","  588916","  101452"
19,"3","100","1969JJ00","12798346"," 6083804"," 6004522","  602271","  107749"
20,"3","100","1970JJ00","12957621"," 6104254"," 6121941","  616504","  114922"
21,"3","100","1971JJ00","13119430"," 6114007"," 6253128","  631129","  121166"
22,"3","100","1972JJ00","13269563"," 6116183"," 6377948","  644911","  130521"
23,"3","100","1973JJ00","13387623"," 6109300"," 6472860","  660242","  145221"
24,"3","100","1974JJ00","13491020"," 6106097"," 6546349","  674186","  164388"
25,"3","100","1975JJ00","13599092"," 6099415"," 6626364","  688197","  185116"
26,"3","100","1976JJ00","13733578"," 6120879"," 6704149","  694903","  213647"
27,"3","100","1977JJ00","13814495"," 6120117"," 6747124","  708657","  238597"
28,"3","100","1978JJ00","13897874"," 6127203"," 6784633","  723362","  262676"
29,"3","100","1979JJ00","13985526"," 6149643"," 6811470","  737346","  287067"
30,"3","100","1980JJ00","14091014"," 6190940"," 6835014","  751355","  313705"
31,"3","100","1981JJ00","14208586"," 6234552"," 6866010","  764965","  343059"
32,"3","100","1982JJ00","14285829"," 6259816"," 6870988","  777553","  377472"
33,"3","100","1983JJ00","14339551"," 6238717"," 6905257","  786477","  409100"
34,"3","100","1984JJ00","14394589"," 6261073"," 6884996","  798174","  450346"
35,"3","100","1985JJ00","14453833"," 6285610"," 6869619","  808543","  490061"
36,"3","100","1986JJ00","14529430"," 6323365"," 6859886","  818352","  527827"
37,"3","100","1987JJ00","14615125"," 6356280"," 6879804","  826934","  552107"
38,"3","100","1988JJ00","14714948"," 6405860"," 6898335","  836619","  574134"
39,"3","100","1989JJ00","14805240"," 6446803"," 6916716","  845193","  596528"
40,"3","100","1990JJ00","14892574"," 6464971"," 6956510","  853599","  617494"
41,"3","100","1991JJ00","15010445"," 6518388"," 6995091","  861207","  635759"
42,"3","100","1992JJ00","15129150"," 6572603"," 7036575","  866367","  653605"
43,"3","100","1993JJ00","15239182"," 6626044"," 7064236","  871905","  676997"
44,"3","100","1994JJ00","15341553"," 6688832"," 7075002","  876986","  700733"
45,"3","100","1995JJ00","15424122"," 6735614"," 7081536","  875647","  731325"
46,"3","100","1996JJ00","15493889"," 6792423"," 7061695","  878081","  761690"
47,"3","100","1997JJ00","15567107"," 6848973"," 7045382","  881565","  791187"
48,"3","100","1998JJ00","15654192"," 6910940"," 7044539","  882562","  816151"
49,"3","100","1999JJ00","15760225"," 6980384"," 7058381","  862537","  858923"
50,"3","100","2000JJ00","15863950"," 7048699"," 7071202","  882071","  861978"
51,"3","100","2001JJ00","15987075"," 7138972"," 7079502","  882162","  886439"
52,"3","100","2002JJ00","16105285"," 7241077"," 7063982","  881876","  918350"
53,"3","100","2003JJ00","16192572"," 7321665"," 7052176","  879742","  938989"
54,"3","100","2004JJ00","16258032"," 7389408"," 7034504","  877579","  956541"
55,"3","100","2005JJ00","16305526"," 7450192"," 7002557","  876605","  976172"
56,"3","100","2006JJ00","16334210"," 7499312"," 6964100","  874896","  995902"
57,"3","100","2007JJ00","16357992"," 7543236"," 6927736","  871565"," 1015455"
58,"3","100","2008JJ00","16405399"," 7601904"," 6898147","  869611"," 1035737"
59,"3","100","2009JJ00","16485787"," 7680426"," 6882639","  866808"," 1055914"
60,"3","100","2010JJ00","16574989"," 7701812"," 6875088","  866945"," 1131144"
61,"3","100","2011JJ00","16655799"," 7773306"," 6864966","  866497"," 1151030"
62,"3","100","2012JJ00","16730348"," 7841334"," 6851016","  865790"," 1172208"
63,"3","100","2013JJ00","16779575"," 7895899"," 6823832","  864180"," 1195664"
64,"3","100","2014JJ00","16829289"," 7956499"," 6787029","  863292"," 1222469"
65,"3","100","2015JJ00","16900726"," 8031966"," 6753259","  862705"," 1252796"
66,"3","100","2016JJ00","16979120"," 8112153"," 6727554","  860883"," 1278530"
67,"3","000","1950JJ00","  230737","  230737","","",""
68,"3","000","1951JJ00","  225181","  225181","","",""
69,"3","000","1952JJ00","  222875","  222875","","",""
70,"3","000","1953JJ00","  226577","  226577","","",""
71,"3","000","1954JJ00","  223016","  223016","","",""
72,"3","000","1955JJ00","  223554","  223554","","",""
73,"3","000","1956JJ00","  224713","  224713","","",""
74,"3","000","1957JJ00","  227154","  227154","","",""
75,"3","000","1958JJ00","  229946","  229946","","",""
76,"3","000","1959JJ00","  233578","  233578","","",""
77,"3","000","1960JJ00","  238442","  238442","","",""
78,"3","000","1961JJ00","  234981","  234981","","",""
79,"3","000","1962JJ00","  243561","  243561","","",""
80,"3","000","1963JJ00","  242498","  242498","","",""
81,"3","000","1964JJ00","  246102","  246102","","",""
82,"3","000","1965JJ00","  247410","  247410","","",""
83,"3","000","1966JJ00","  241703","  241703","","",""
84,"3","000","1967JJ00","  236285","  236285","","",""
85,"3","000","1968JJ00","  235608","  235608","","",""
86,"3","000","1969JJ00","  234246","  234246","","",""
87,"3","000","1970JJ00","  244631","  244631","","",""
88,"3","000","1971JJ00","  236183","  236183","","",""
89,"3","000","1972JJ00","  224877","  224877","","",""
90,"3","000","1973JJ00","  212002","  212002","","",""
91,"3","000","1974JJ00","  193020","  193020","","",""
92,"3","000","1975JJ00","  184641","  184641","","",""
93,"3","000","1976JJ00","  177036","  177036","","",""
94,"3","000","1977JJ00","  175761","  175761","","",""
95,"3","000","1978JJ00","  172271","  172271","","",""
96,"3","000","1979JJ00","  174652","  174652","","",""
97,"3","000","1980JJ00","  174443","  174443","","",""
98,"3","000","1981JJ00","  180901","  180901","","",""
99,"3","000","1982JJ00","  177876","  177876","","",""
100,"3","000","1983JJ00","  170991","  170991","","",""
101,"3","000","1984JJ00","  169475","  169475","","",""
102,"3","000","1985JJ00","  173662","  173662","","",""
103,"3","000","1986JJ00","  177579","  177579","","",""
104,"3","000","1987JJ00","  183475","  183475","","",""
105,"3","000","1988JJ00","  185917","  185917","","",""
106,"3","000","1989JJ00","  185791","  185791","","",""
107,"3","000","1990JJ00","  187501","  187501","","",""
108,"3","000","1991JJ00","  197281","  197281","","",""
109,"3","000","1992JJ00","  197778","  197778","","",""
110,"3","000","1993JJ00","  195981","  195981","","",""
111,"3","000","1994JJ00","  194974","  194974","","",""
112,"3","000","1995JJ00","  195920","  195920","","",""
113,"3","000","1996JJ00","  190736","  190736","","",""
114,"3","000","1997JJ00","  190218","  190218","","",""
115,"3","000","1998JJ00","  192308","  192308","","",""
116,"3","000","1999JJ00","  199728","  199728","","",""
117,"3","000","2000JJ00","  201748","  201748","","",""
118,"3","000","2001JJ00","  207097","  207097","","",""
119,"3","000","2002JJ00","  204039","  204039","","",""
120,"3","000","2003JJ00","  202386","  202386","","",""
121,"3","000","2004JJ00","  200781","  200781","","",""
122,"3","000","2005JJ00","  193763","  193763","","",""
123,"3","000","2006JJ00","  187172","  187172","","",""
124,"3","000","2007JJ00","  184425","  184425","","",""
125,"3","000","2008JJ00","  180762","  180762","","",""
126,"3","000","2009JJ00","  184408","  184408","","",""
127,"3","000","2010JJ00","  184586","  184586","","",""
128,"3","000","2011JJ00","  184007","  184007","","",""
129,"3","000","2012JJ00","  179653","  179653","","",""
130,"3","000","2013JJ00","  175587","  175587","","",""
131,"3","000","2014JJ00","  170953","  170953","","",""
132,"3","000","2015JJ00","  174681","  174681","","",""
133,"3","000","2016JJ00","  170341","  170341","","",""
134,"3","001","1950JJ00","  239683","  239683","","",""
135,"3","001","1951JJ00","  230731","  230731","","",""
136,"3","001","1952JJ00","  223600","  223600","","",""
137,"3","001","1953JJ00","  220847","  220847","","",""
138,"3","001","1954JJ00","  224806","  224806","","",""
139,"3","001","1955JJ00","  221734","  221734","","",""
140,"3","001","1956JJ00","  222752","  222752","","",""
141,"3","001","1957JJ00","  223543","  223543","","",""
142,"3","001","1958JJ00","  226011","  226011","","",""
143,"3","001","1959JJ00","  230566","  230566","","",""
144,"3","001","1960JJ00","  232358","  232358","","",""
145,"3","001","1961JJ00","  237414","  237414","","",""
146,"3","001","1962JJ00","  234424","  234424","","",""
147,"3","001","1963JJ00","  243293","  243293","","",""
148,"3","001","1964JJ00","  241693","  241693","","",""
149,"3","001","1965JJ00","  245622","  245622","","",""
150,"3","001","1966JJ00","  247013","  247013","","",""
151,"3","001","1967JJ00","  241269","  241269","","",""
152,"3","001","1968JJ00","  235733","  235733","","",""
153,"3","001","1969JJ00","  235257","  235257","","",""
154,"3","001","1970JJ00","  233925","  233925","","",""
155,"3","001","1971JJ00","  244512","  244512","","",""
156,"3","001","1972JJ00","  236492","  236492","","",""
157,"3","001","1973JJ00","  225085","  225085","","",""
158,"3","001","1974JJ00","  212251","  212251","","",""
159,"3","001","1975JJ00","  193509","  193509","","",""
160,"3","001","1976JJ00","  186040","  186040","","",""
161,"3","001","1977JJ00","  177537","  177537","","",""
162,"3","001","1978JJ00","  176164","  176164","","",""
163,"3","001","1979JJ00","  172967","  172967","","",""
164,"3","001","1980JJ00","  175800","  175800","","",""
165,"3","001","1981JJ00","  175692","  175692","","",""
166,"3","001","1982JJ00","  181350","  181350","","",""
167,"3","001","1983JJ00","  177888","  177888","","",""
168,"3","001","1984JJ00","  171135","  171135","","",""
169,"3","001","1985JJ00","  169680","  169680","","",""
170,"3","001","1986JJ00","  174436","  174436","","",""
171,"3","001","1987JJ00","  178266","  178266","","",""
172,"3","001","1988JJ00","  184173","  184173","","",""
173,"3","001","1989JJ00","  186451","  186451","","",""
174,"3","001","1990JJ00","  186372","  186372","","",""
175,"3","001","1991JJ00","  188483","  188483","","",""
176,"3","001","1992JJ00","  197969","  197969","","",""
177,"3","001","1993JJ00","  198460","  198460","","",""
178,"3","001","1994JJ00","  196679","  196679","","",""
179,"3","001","1995JJ00","  195419","  195419","","",""
180,"3","001","1996JJ00","  196319","  196319","","",""
181,"3","001","1997JJ00","  191467","  191467","","",""
182,"3","001","1998JJ00","  191191","  191191","","",""
183,"3","001","1999JJ00","  193777","  193777","","",""
184,"3","001","2000JJ00","  201017","  201017","","",""
185,"3","001","2001JJ00","  203155","  203155","","",""
186,"3","001","2002JJ00","  208553","  208553","","",""
187,"3","001","2003JJ00","  205151","  205151","","",""
188,"3","001","2004JJ00","  203063","  203063","","",""
189,"3","001","2005JJ00","  201322","  201322","","",""
190,"3","001","2006JJ00","  193959","  193959","","",""
191,"3","001","2007JJ00","  187237","  187237","","",""
192,"3","001","2008JJ00","  184697","  184697","","",""
193,"3","001","2009JJ00","  181569","  181569","","",""
194,"3","001","2010JJ00","  185215","  185215","","",""
195,"3","001","2011JJ00","  185288","  185288","","",""
196,"3","001","2012JJ00","  184741","  184741","","",""
197,"3","001","2013JJ00","  180066","  180066","","",""
198,"3","001","2014JJ00","  175982","  175982","","",""
199,"3","001","2015JJ00","  171587","  171587","","",""
200,"3","001","2016JJ00","  175721","  175721","","",""
201,"3","002","1950JJ00","  257204","  257204","","",""
202,"3","002","1951JJ00","  240367","  240367","","",""
203,"3","002","1952JJ00","  229876","  229876","","",""
204,"3","002","1953JJ00","  222029","  222029","","",""
205,"3","002","1954JJ00","  219782","  219782","","",""
206,"3","002","1955JJ00","  224049","  224049","","",""
207,"3","002","1956JJ00","  221438","  221438","","",""
208,"3","002","1957JJ00","  222084","  222084","","",""
209,"3","002","1958JJ00","  222831","  222831","","",""
210,"3","002","1959JJ00","  227171","  227171","","",""
211,"3","002","1960JJ00","  229748","  229748","","",""
212,"3","002","1961JJ00","  231683","  231683","","",""
213,"3","002","1962JJ00","  237241","  237241","","",""
214,"3","002","1963JJ00","  234671","  234671","","",""
215,"3","002","1964JJ00","  242864","  242864","","",""
216,"3","002","1965JJ00","  241523","  241523","","",""
217,"3","002","1966JJ00","  245443","  245443","","",""
218,"3","002","1967JJ00","  246840","  246840","","",""
219,"3","002","1968JJ00","  240945","  240945","","",""
220,"3","002","1969JJ00","  235575","  235575","","",""
221,"3","002","1970JJ00","  235171","  235171","","",""
222,"3","002","1971JJ00","  234109","  234109","","",""
223,"3","002","1972JJ00","  245066","  245066","","",""
224,"3","002","1973JJ00","  236922","  236922","","",""
225,"3","002","1974JJ00","  225482","  225482","","",""
226,"3","002","1975JJ00","  212961","  212961","","",""
227,"3","002","1976JJ00","  195223","  195223","","",""
228,"3","002","1977JJ00","  186770","  186770","","",""
229,"3","002","1978JJ00","  178164","  178164","","",""
230,"3","002","1979JJ00","  176814","  176814","","",""
231,"3","002","1980JJ00","  173993","  173993","","",""
232,"3","002","1981JJ00","  177150","  177150","","",""
233,"3","002","1982JJ00","  176090","  176090","","",""
234,"3","002","1983JJ00","  181297","  181297","","",""
235,"3","002","1984JJ00","  178012","  178012","","",""
236,"3","002","1985JJ00","  171323","  171323","","",""
237,"3","002","1986JJ00","  170305","  170305","","",""
238,"3","002","1987JJ00","  175155","  175155","","",""
239,"3","002","1988JJ00","  178994","  178994","","",""
240,"3","002","1989JJ00","  184849","  184849","","",""
241,"3","002","1990JJ00","  187262","  187262","","",""
242,"3","002","1991JJ00","  187205","  187205","","",""
243,"3","002","1992JJ00","  189638","  189638","","",""
244,"3","002","1993JJ00","  198690","  198690","","",""
245,"3","002","1994JJ00","  199385","  199385","","",""
246,"3","002","1995JJ00","  197233","  197233","","",""
247,"3","002","1996JJ00","  195818","  195818","","",""
248,"3","002","1997JJ00","  196786","  196786","","",""
249,"3","002","1998JJ00","  191890","  191890","","",""
250,"3","002","1999JJ00","  192063","  192063","","",""
251,"3","002","2000JJ00","  194547","  194547","","",""
252,"3","002","2001JJ00","  201787","  201787","","",""
253,"3","002","2002JJ00","  203816","  203816","","",""
254,"3","002","2003JJ00","  208833","  208833","","",""
255,"3","002","2004JJ00","  205052","  205052","","",""
256,"3","002","2005JJ00","  202834","  202834","","",""
257,"3","002","2006JJ00","  200902","  200902","","",""
258,"3","002","2007JJ00","  193486","  193486","","",""
259,"3","002","2008JJ00","  187173","  187173","","",""
260,"3","002","2009JJ00","  185053","  185053","","",""
261,"3","002","2010JJ00","  182106","  182106","","",""
262,"3","002","2011JJ00","  185686","  185686","","",""
263,"3","002","2012JJ00","  185690","  185690","","",""
264,"3","002","2013JJ00","  184869","  184869","","",""
265,"3","002","2014JJ00","  180172","  180172","","",""
266,"3","002","2015JJ00","  176388","  176388","","",""
267,"3","002","2016JJ00","  172395","  172395","","",""
268,"3","003","1950JJ00","  269318","  269318","","",""
269,"3","003","1951JJ00","  256901","  256901","","",""
270,"3","003","1952JJ00","  239490","  239490","","",""
271,"3","003","1953JJ00","  228359","  228359","","",""
272,"3","003","1954JJ00","  220908","  220908","","",""
273,"3","003","1955JJ00","  219162","  219162","","",""
274,"3","003","1956JJ00","  223756","  223756","","",""
275,"3","003","1957JJ00","  220827","  220827","","",""
276,"3","003","1958JJ00","  221418","  221418","","",""
277,"3","003","1959JJ00","  224069","  224069","","",""
278,"3","003","1960JJ00","  226428","  226428","","",""
279,"3","003","1961JJ00","  228881","  228881","","",""
280,"3","003","1962JJ00","  231557","  231557","","",""
281,"3","003","1963JJ00","  237420","  237420","","",""
282,"3","003","1964JJ00","  234405","  234405","","",""
283,"3","003","1965JJ00","  242763","  242763","","",""
284,"3","003","1966JJ00","  241405","  241405","","",""
285,"3","003","1967JJ00","  245292","  245292","","",""
286,"3","003","1968JJ00","  246642","  246642","","",""
287,"3","003","1969JJ00","  240850","  240850","","",""
288,"3","003","1970JJ00","  235654","  235654","","",""
289,"3","003","1971JJ00","  235431","  235431","","",""
290,"3","003","1972JJ00","  234717","  234717","","",""
291,"3","003","1973JJ00","  245596","  245596","","",""
292,"3","003","1974JJ00","  237495","  237495","","",""
293,"3","003","1975JJ00","  226413","  226413","","",""
294,"3","003","1976JJ00","  214595","  214595","","",""
295,"3","003","1977JJ00","  196034","  196034","","",""
296,"3","003","1978JJ00","  187531","  187531","","",""
297,"3","003","1979JJ00","  179013","  179013","","",""
298,"3","003","1980JJ00","  177723","  177723","","",""
299,"3","003","1981JJ00","  175142","  175142","","",""
300,"3","003","1982JJ00","  177359","  177359","","",""
301,"3","003","1983JJ00","  176034","  176034","","",""
302,"3","003","1984JJ00","  181336","  181336","","",""
303,"3","003","1985JJ00","  178102","  178102","","",""
304,"3","003","1986JJ00","  171881","  171881","","",""
305,"3","003","1987JJ00","  170920","  170920","","",""
306,"3","003","1988JJ00","  175743","  175743","","",""
307,"3","003","1989JJ00","  179523","  179523","","",""
308,"3","003","1990JJ00","  185773","  185773","","",""
309,"3","003","1991JJ00","  187982","  187982","","",""
310,"3","003","1992JJ00","  187902","  187902","","",""
311,"3","003","1993JJ00","  190335","  190335","","",""
312,"3","003","1994JJ00","  199496","  199496","","",""
313,"3","003","1995JJ00","  200037","  200037","","",""
314,"3","003","1996JJ00","  197554","  197554","","",""
315,"3","003","1997JJ00","  196222","  196222","","",""
316,"3","003","1998JJ00","  197246","  197246","","",""
317,"3","003","1999JJ00","  192609","  192609","","",""
318,"3","003","2000JJ00","  192845","  192845","","",""
319,"3","003","2001JJ00","  195335","  195335","","",""
320,"3","003","2002JJ00","  202305","  202305","","",""
321,"3","003","2003JJ00","  203919","  203919","","",""
322,"3","003","2004JJ00","  208606","  208606","","",""
323,"3","003","2005JJ00","  204656","  204656","","",""
324,"3","003","2006JJ00","  202201","  202201","","",""
325,"3","003","2007JJ00","  200292","  200292","","",""
326,"3","003","2008JJ00","  193175","  193175","","",""
327,"3","003","2009JJ00","  187324","  187324","","",""
328,"3","003","2010JJ00","  185452","  185452","","",""
329,"3","003","2011JJ00","  182395","  182395","","",""
330,"3","003","2012JJ00","  185962","  185962","","",""
331,"3","003","2013JJ00","  185681","  185681","","",""
332,"3","003","2014JJ00","  184866","  184866","","",""
333,"3","003","2015JJ00","  180486","  180486","","",""
334,"3","003","2016JJ00","  177204","  177204","","",""
335,"3","004","1950JJ00","  193429","  193429","","",""
336,"3","004","1951JJ00","  270291","  270291","","",""
337,"3","004","1952JJ00","  256080","  256080","","",""
338,"3","004","1953JJ00","  238012","  238012","","",""
339,"3","004","1954JJ00","  227371","  227371","","",""
340,"3","004","1955JJ00","  220280","  220280","","",""
341,"3","004","1956JJ00","  218932","  218932","","",""
342,"3","004","1957JJ00","  223108","  223108","","",""
343,"3","004","1958JJ00","  220229","  220229","","",""
344,"3","004","1959JJ00","  222767","  222767","","",""
345,"3","004","1960JJ00","  223455","  223455","","",""
346,"3","004","1961JJ00","  225960","  225960","","",""
347,"3","004","1962JJ00","  228757","  228757","","",""
348,"3","004","1963JJ00","  231852","  231852","","",""
349,"3","004","1964JJ00","  237165","  237165","","",""
350,"3","004","1965JJ00","  234312","  234312","","",""
351,"3","004","1966JJ00","  242630","  242630","","",""
352,"3","004","1967JJ00","  241389","  241389","","",""
353,"3","004","1968JJ00","  245148","  245148","","",""
354,"3","004","1969JJ00","  246580","  246580","","",""
355,"3","004","1970JJ00","  240921","  240921","","",""
356,"3","004","1971JJ00","  235878","  235878","","",""
357,"3","004","1972JJ00","  235959","  235959","","",""
358,"3","004","1973JJ00","  235184","  235184","","",""
359,"3","004","1974JJ00","  246225","  246225","","",""
360,"3","004","1975JJ00","  238448","  238448","","",""
361,"3","004","1976JJ00","  227617","  227617","","",""
362,"3","004","1977JJ00","  215383","  215383","","",""
363,"3","004","1978JJ00","  196745","  196745","","",""
364,"3","004","1979JJ00","  188306","  188306","","",""
365,"3","004","1980JJ00","  180156","  180156","","",""
366,"3","004","1981JJ00","  178946","  178946","","",""
367,"3","004","1982JJ00","  175475","  175475","","",""
368,"3","004","1983JJ00","  177284","  177284","","",""
369,"3","004","1984JJ00","  176059","  176059","","",""
370,"3","004","1985JJ00","  181276","  181276","","",""
371,"3","004","1986JJ00","  178418","  178418","","",""
372,"3","004","1987JJ00","  172616","  172616","","",""
373,"3","004","1988JJ00","  171390","  171390","","",""
374,"3","004","1989JJ00","  176209","  176209","","",""
375,"3","004","1990JJ00","  180192","  180192","","",""
376,"3","004","1991JJ00","  186465","  186465","","",""
377,"3","004","1992JJ00","  188752","  188752","","",""
378,"3","004","1993JJ00","  188621","  188621","","",""
379,"3","004","1994JJ00","  191282","  191282","","",""
380,"3","004","1995JJ00","  200100","  200100","","",""
381,"3","004","1996JJ00","  200479","  200479","","",""
382,"3","004","1997JJ00","  198070","  198070","","",""
383,"3","004","1998JJ00","  196732","  196732","","",""
384,"3","004","1999JJ00","  197998","  197998","","",""
385,"3","004","2000JJ00","  193334","  193334","","",""
386,"3","004","2001JJ00","  193711","  193711","","",""
387,"3","004","2002JJ00","  195909","  195909","","",""
388,"3","004","2003JJ00","  202324","  202324","","",""
389,"3","004","2004JJ00","  203714","  203714","","",""
390,"3","004","2005JJ00","  208051","  208051","","",""
391,"3","004","2006JJ00","  203918","  203918","","",""
392,"3","004","2007JJ00","  201441","  201441","","",""
393,"3","004","2008JJ00","  199920","  199920","","",""
394,"3","004","2009JJ00","  193202","  193202","","",""
395,"3","004","2010JJ00","  187522","  187522","","",""
396,"3","004","2011JJ00","  185730","  185730","","",""
397,"3","004","2012JJ00","  182690","  182690","","",""
398,"3","004","2013JJ00","  185999","  185999","","",""
399,"3","004","2014JJ00","  185696","  185696","","",""
400,"3","004","2015JJ00","  185180","  185180","","",""
401,"3","004","2016JJ00","  181193","  181193","","",""
402,"3","005","1950JJ00","  204296","  204296","","",""
403,"3","005","1951JJ00","  192938","  192938","","",""
404,"3","005","1952JJ00","  269052","  269052","","",""
405,"3","005","1953JJ00","  254483","  254483","","",""
406,"3","005","1954JJ00","  237055","  237055","","",""
407,"3","005","1955JJ00","  226824","  226824","","",""
408,"3","005","1956JJ00","  220218","  220218","","",""
409,"3","005","1957JJ00","  218420","  218420","","",""
410,"3","005","1958JJ00","  222516","  222516","","",""
411,"3","005","1959JJ00","  221658","  221658","","",""
412,"3","005","1960JJ00","  222184","  222184","","",""
413,"3","005","1961JJ00","  222533","  222533","","",""
414,"3","005","1962JJ00","  225913","  225913","","",""
415,"3","005","1963JJ00","  229123","  229123","","",""
416,"3","005","1964JJ00","  231585","  231585","","",""
417,"3","005","1965JJ00","  237035","  237035","","",""
418,"3","005","1966JJ00","  234339","  234339","","",""
419,"3","005","1967JJ00","  242763","  242763","","",""
420,"3","005","1968JJ00","  241199","  241199","","",""
421,"3","005","1969JJ00","  245049","  245049","","",""
422,"3","005","1970JJ00","  246635","  246635","","",""
423,"3","005","1971JJ00","  241294","  241294","","",""
424,"3","005","1972JJ00","  236479","  236479","","",""
425,"3","005","1973JJ00","  236491","  236491","","",""
426,"3","005","1974JJ00","  235786","  235786","","",""
427,"3","005","1975JJ00","  247063","  247063","","",""
428,"3","005","1976JJ00","  240190","  240190","","",""
429,"3","005","1977JJ00","  228489","  228489","","",""
430,"3","005","1978JJ00","  216059","  216059","","",""
431,"3","005","1979JJ00","  197554","  197554","","",""
432,"3","005","1980JJ00","  189471","  189471","","",""
433,"3","005","1981JJ00","  181289","  181289","","",""
434,"3","005","1982JJ00","  179249","  179249","","",""
435,"3","005","1983JJ00","  175530","  175530","","",""
436,"3","005","1984JJ00","  177284","  177284","","",""
437,"3","005","1985JJ00","  176149","  176149","","",""
438,"3","005","1986JJ00","  181629","  181629","","",""
439,"3","005","1987JJ00","  178896","  178896","","",""
440,"3","005","1988JJ00","  173149","  173149","","",""
441,"3","005","1989JJ00","  171816","  171816","","",""
442,"3","005","1990JJ00","  176810","  176810","","",""
443,"3","005","1991JJ00","  180937","  180937","","",""
444,"3","005","1992JJ00","  187152","  187152","","",""
445,"3","005","1993JJ00","  189439","  189439","","",""
446,"3","005","1994JJ00","  189359","  189359","","",""
447,"3","005","1995JJ00","  191897","  191897","","",""
448,"3","005","1996JJ00","  200452","  200452","","",""
449,"3","005","1997JJ00","  200887","  200887","","",""
450,"3","005","1998JJ00","  198600","  198600","","",""
451,"3","005","1999JJ00","  197403","  197403","","",""
452,"3","005","2000JJ00","  198582","  198582","","",""
453,"3","005","2001JJ00","  194042","  194042","","",""
454,"3","005","2002JJ00","  194237","  194237","","",""
455,"3","005","2003JJ00","  195968","  195968","","",""
456,"3","005","2004JJ00","  202005","  202005","","",""
457,"3","005","2005JJ00","  203078","  203078","","",""
458,"3","005","2006JJ00","  207200","  207200","","",""
459,"3","005","2007JJ00","  203070","  203070","","",""
460,"3","005","2008JJ00","  200896","  200896","","",""
461,"3","005","2009JJ00","  199816","  199816","","",""
462,"3","005","2010JJ00","  193345","  193345","","",""
463,"3","005","2011JJ00","  187664","  187664","","",""
464,"3","005","2012JJ00","  185808","  185808","","",""
465,"3","005","2013JJ00","  182529","  182529","","",""
466,"3","005","2014JJ00","  185880","  185880","","",""
467,"3","005","2015JJ00","  185874","  185874","","",""
468,"3","005","2016JJ00","  185795","  185795","","",""
469,"3","006","1950JJ00","  195891","  195891","","",""
470,"3","006","1951JJ00","  203876","  203876","","",""
471,"3","006","1952JJ00","  192007","  192007","","",""
472,"3","006","1953JJ00","  267308","  267308","","",""
473,"3","006","1954JJ00","  253484","  253484","","",""
474,"3","006","1955JJ00","  236491","  236491","","",""
475,"3","006","1956JJ00","  226694","  226694","","",""
476,"3","006","1957JJ00","  219784","  219784","","",""
477,"3","006","1958JJ00","  217933","  217933","","",""
478,"3","006","1959JJ00","  223832","  223832","","",""
479,"3","006","1960JJ00","  221032","  221032","","",""
480,"3","006","1961JJ00","  221843","  221843","","",""
481,"3","006","1962JJ00","  222465","  222465","","",""
482,"3","006","1963JJ00","  226212","  226212","","",""
483,"3","006","1964JJ00","  228906","  228906","","",""
484,"3","006","1965JJ00","  231614","  231614","","",""
485,"3","006","1966JJ00","  237083","  237083","","",""
486,"3","006","1967JJ00","  234318","  234318","","",""
487,"3","006","1968JJ00","  242633","  242633","","",""
488,"3","006","1969JJ00","  241162","  241162","","",""
489,"3","006","1970JJ00","  245151","  245151","","",""
490,"3","006","1971JJ00","  247048","  247048","","",""
491,"3","006","1972JJ00","  241986","  241986","","",""
492,"3","006","1973JJ00","  237034","  237034","","",""
493,"3","006","1974JJ00","  236881","  236881","","",""
494,"3","006","1975JJ00","  236564","  236564","","",""
495,"3","006","1976JJ00","  248763","  248763","","",""
496,"3","006","1977JJ00","  240805","  240805","","",""
497,"3","006","1978JJ00","  229089","  229089","","",""
498,"3","006","1979JJ00","  216670","  216670","","",""
499,"3","006","1980JJ00","  198642","  198642","","",""
500,"3","006","1981JJ00","  190634","  190634","","",""
